name,type,latitude,longitude,importance,source
"Adarsh Hospital, Pune",Hospital,18.4541274,73.8881166,3,OSM
Dhanwantari Hospital,Hospital,18.5194471,73.8658999,3,OSM
Pungliya Hospital,Hospital,18.5226796,73.8508487,3,OSM
B.J.Medical College and Sassoon Hospital,Hospital,18.526235,73.871161,3,OSM
Karne Hospital Pvt Ltd,Hospital,18.4954696,73.8583709,3,OSM
Vibhute Hospital,Hospital,18.5040492,73.8518391,3,OSM
Mankikar Hospital For Children and Lab,Hospital,18.6186189,73.8495646,3,OSM
Unique Childrens Hospital,Hospital,18.6388704,73.7943419,3,OSM
Yash Hospital - V.K. Medical Foundation,Hospital,18.5103392,73.9380687,3,OSM
Kulkarni Endo Surgery Institute and Reconstructive Urology Centre,Hospital,18.5097841,73.8029893,3,OSM
Om Shree Swami Samarth Hospital,Hospital,18.6345339,73.7791827,3,OSM
Vinnayak Hospital,Hospital,18.4854879,73.8717458,3,OSM
Dr Makan Surgical Maternity and Accident Hospital,Hospital,18.5756743,73.8196734,3,OSM
"Global Multi Speciality Hospital, Pune",Hospital,18.6026821,73.7772542,3,OSM
Shah Hospital,Hospital,18.5486475,73.8893055,3,OSM
Prathmesh Hospital,Hospital,18.5518547,73.9368054,3,OSM
Pune City Eye Hospital,Hospital,18.5298629,73.8760869,3,OSM
Talesara Hospital,Hospital,18.5498719,73.8887711,3,OSM
Borse Nursing Home,Hospital,18.5093803,73.7901476,3,OSM
"Shree Krupa Hospital, Pune",Hospital,18.6243518,73.7864814,3,OSM
Deodhar Eye Hospital,Hospital,18.5114494,73.836472,3,OSM
"Om Hospital, Bavdhan",Hospital,18.5164841,73.7818475,3,OSM
Godbole Hospital,Hospital,18.5112078,73.8513154,3,OSM
Sanjeevani Hospital,Hospital,18.4626294,73.7748331,3,OSM
Kataria Hospital,Hospital,18.5456309,73.8862083,3,OSM
"Ashwini Hospital, Pune",Hospital,18.6436421,73.7732088,3,OSM
Dr.Pawar Eye Hospital,Hospital,18.5092716,73.8449264,3,OSM
National Institute Of Ophthalmology,Hospital,18.5596864,73.8148253,3,OSM
Nm Wadia Institute Of Cardiology,Hospital,18.5307444,73.8771894,3,OSM
Bhakti Hospital,Hospital,18.5851041,73.819735,3,OSM
"Pritam Hospital, Pune",Hospital,18.617531,73.8500802,3,OSM
Sane Guruji Arogya Kendra,Hospital,18.503632,73.9381224,3,OSM
Bhandari Maternity and Nursing Home,Hospital,18.4777164,73.8234164,3,OSM
"Samarth Hospital, Pune",Hospital,18.5195234,73.862059,3,OSM
Amai Charitable Trust Institute Of Urology,Hospital,18.5550536,73.8162401,3,OSM
Z Y - Vision,Hospital,18.5247371,73.8408494,3,OSM
"Shreeyash Hospital, Pune",Hospital,18.5155666,73.8418673,3,OSM
Dr. Todkar Hospital,Hospital,18.5229518,73.8639473,3,OSM
Khenat Hospital and Maternity Home,Hospital,18.4891281,73.8138248,3,OSM
Manoj Clinic / Gore Hospital,Hospital,18.5117788,73.8487867,3,OSM
"Om Hospital, Pune",Hospital,18.6167297,73.8737755,3,OSM
Pharande Eye Hospital,Hospital,18.4777316,73.8239729,3,OSM
Vishwaniranjan Eye Hospital,Hospital,18.5113846,73.8458276,3,OSM
Dhanvantary Hospital,Hospital,18.5728934,73.8249265,3,OSM
Shree Nursing and Maternity Home,Hospital,18.4845772,73.8159759,3,OSM
Burute Hospital,Hospital,18.6188706,73.8497047,3,OSM
"Ram Krishna Hospital, Pune",Hospital,18.5092455,73.8483354,3,OSM
Shatayu Hospital,Hospital,18.4664871,73.857691,3,OSM
Sanjeevan Maternity and Surgical Hospital,Hospital,18.5593966,73.8025528,3,OSM
Serene Hospital Pvt Ltd,Hospital,18.5697941,73.8818973,3,OSM
Polaris Health Care,Hospital,18.5994905,73.7636078,3,OSM
Deshpande Hospital,Hospital,18.5049909,73.9022358,3,OSM
Centre For Laproscopy Surgery,Hospital,18.5207937,73.8452496,3,OSM
Kawedia Hospital,Hospital,18.5070645,73.8782608,3,OSM
Chaitanya Hospital,Hospital,18.6293451,73.7809946,3,OSM
Ashirwad Hospital,Hospital,18.5934583,73.7387454,3,OSM
Prem Clinic and Hospital,Hospital,18.6335515,73.8057742,3,OSM
Om Shakti Chaya Hospital - Rsby,Hospital,18.4685007,73.920515,3,OSM
Ambekar Hospital,Hospital,18.5054055,73.817541,3,OSM
Kamaladevi Maternity Hospital & Research Home,Hospital,18.467118,73.8190001,3,OSM
Harijivan Hospital,Hospital,18.5001435,73.8542376,3,OSM
Nityaseva Eye Hsopital and Eye Bank,Hospital,18.575223,73.8173626,3,OSM
Dugad Hospital Pvt Ltd,Hospital,18.4909481,73.8580129,3,OSM
Dhanvantari Hospital,Hospital,18.5004494,73.9360535,3,OSM
Agrawal Hospital,Hospital,18.4891931,73.8140419,3,OSM
Inaam General Hospital,Hospital,18.5618595,73.892592,3,OSM
Aditya Eye Hospital & Lasik Centre,Hospital,18.560232,73.8953506,3,OSM
Sahyadri Super Speciality Hospital,Hospital,18.5543086,73.8971383,3,OSM
Rutu Anand Hospital,Hospital,18.56295,73.8942307,3,OSM
Freedom Fighter Gangaram Karne Hospital,Hospital,18.5565024,73.8972835,3,OSM
Chatrapati Shivray Hospital PMC Pune,Hospital,18.5623853,73.8965795,3,OSM
Shree Hospital,Hospital,18.5533588,73.8989792,3,OSM
Neney's Hospital,Hospital,18.5536181,73.899622,3,OSM
PMC ARMED FORCE MEDICAL COLLEGE(AFMC),Hospital,18.503916,73.890117,3,OSM
Bharati Vidyapeeth Dental College and Hospital,Hospital,18.457239,73.855026,3,OSM
Arvind Ganpat Bartakke Dawakhana Atulnagar,Hospital,18.48356,73.792632,3,OSM
Murlidhar Pandurang Laigude Hospital,Hospital,18.4623918,73.804957,3,OSM
Late Anandibai Narhar Gadgil Hospital,Hospital,18.5024088,73.8386813,3,OSM
PCMC-Yashwantrao Chavan Memorial Hospital,Hospital,18.6218172,73.8211251,3,OSM
Sutika Seva Mandir,Hospital,18.513913,73.846551,3,OSM
PCMC-Akurdi Hospital,Hospital,18.649885,73.781999,3,OSM
PMC Sangamnerkar Hospital (N. G. O.),Hospital,18.561134,73.921412,3,OSM
Chris Rock Edward Paul Hospital,Hospital,18.5770661,73.8990724,3,OSM
"PCMC-Talera Hospital, Chinchwad",Hospital,18.626544,73.784354,3,OSM
Sasoon Hospital,Hospital,18.521872,73.873118,3,OSM
PCMC-Bhosari Hospital,Hospital,18.620365,73.847955,3,OSM
Dr Bhore's Mother & Child Clinic,Hospital,18.5977182,73.9028326,3,OSM
CT Nursing Home,Hospital,18.596865,73.9001514,3,OSM
"FPA , Kothrud",Hospital,18.506552,73.7886402,3,OSM
Colony Nursing Home,Hospital,18.5030769,73.8446917,3,OSM
Vaibhav Hospital,Hospital,18.5490315,73.8887874,3,OSM
Sathe Hospital,Hospital,18.6040867,73.9153855,3,OSM
Gupte Hospital Extension Clinic,Hospital,18.557773,73.793639,3,OSM
Hinjawadi Hospital,Hospital,18.5950742,73.7350569,3,OSM
Gauri Hospital,Hospital,18.624263,73.85793,3,OSM
Dhanwantari Hospital,Hospital,18.5593096,73.7895512,3,OSM
Bora Hospital,Hospital,18.5828476,73.8122787,3,OSM
Shivam Hospital,Hospital,18.500617,73.9364994,3,OSM
ESIC Hospital,Hospital,18.6445126,73.7958922,3,OSM
Saijyoti Hospital & ICU,Hospital,18.6138321,73.7632889,3,OSM
Kamal Hospital,Hospital,18.494483,73.902522,3,OSM
Manas Hospital,Hospital,18.449772,73.837835,3,OSM
Prime Multispeciality Hospital,Hospital,18.5535131,73.7537866,3,OSM
Goodwill Icon Hospital,Hospital,18.5537182,73.9395977,3,OSM
Orchid Speciality Hospital,Hospital,18.6005779,73.9096039,3,OSM
Golden Care Hospital,Hospital,18.6020756,73.7476511,3,OSM
Shree Sai Prasad Hospital,Hospital,18.4495732,73.8484382,3,OSM
Petals Hospital,Hospital,18.5492968,73.8888427,3,OSM
Dr. Agarwals Eye Hospital,Hospital,18.5535506,73.80838,3,OSM
Shwas Multispeciality Hospital,Hospital,18.4468202,73.8373703,3,OSM
Mauli Hospital,Hospital,18.6245425,73.8577616,3,OSM
Londhe Hospital,Hospital,18.4768406,73.9257973,3,OSM
Snehbandh Multispeciality Hospital,Hospital,18.5806656,73.8307214,3,OSM
N. M. Wadia Hospital,Hospital,18.530716,73.876952,3,OSM
Shahu Hospital,Hospital,18.4820937,73.8993556,3,OSM
Mayureshwar Multispeciality Hospital,Hospital,18.4488442,73.832632,3,OSM
Dr. Shraddha Angal,Hospital,18.540958,73.829755,3,OSM
Nanal Hospital,Hospital,18.6248618,73.8026145,3,OSM
Ayushree Hospital,Hospital,18.6130394,73.7141648,3,OSM
Omkar Children Hospital,Hospital,18.4890478,73.9498267,3,OSM
Giridhar Hospital,Hospital,18.448229,73.83316,3,OSM
Noble Hospital,Hospital,18.5035846,73.9273481,3,OSM
Global chemist,Hospital,18.6143742,73.7657379,3,OSM
PCIP Hospital,Hospital,18.624903,73.803616,3,OSM
New Command Hospital,Hospital,18.4956457,73.884521,3,OSM
Sushrusha Hospital,Hospital,18.483917,73.939737,3,OSM
Aditya Hospital,Hospital,18.586342,73.813735,3,OSM
Serene Hospital,Hospital,18.569842,73.8823303,3,OSM
Sanjeevani Hospital,Hospital,18.5914168,73.7395295,3,OSM
Chaitanya General Hospital,Hospital,18.519983,73.9067768,3,OSM
Dharmadhikari Hospital,Hospital,18.5015481,73.9357865,3,OSM
Dinkar Hospital,Hospital,18.4869268,73.9421209,3,OSM
Pagare Hospital,Hospital,18.5889738,73.8165592,3,OSM
Shree Hospital,Hospital,18.5515015,73.9411724,3,OSM
Dr. Babasaheb Ambedkar Cantonment General Hospital,Hospital,18.5687508,73.8486366,3,OSM
Life Care Multispecality Hospital,Hospital,18.4879916,73.9389363,3,OSM
Sadhana Hospital,Hospital,18.488725,73.949843,3,OSM
Bhakare Super Speciality Hospital,Hospital,18.448115,73.849133,3,OSM
Kasturba General Hospital,Hospital,18.5725401,73.8815063,3,OSM
Sudarshan Hospital,Hospital,18.588825,73.817373,3,OSM
Vinayak Hospital,Hospital,18.5684211,73.8797365,3,OSM
Shree Anand Memorial Hospital,Hospital,18.6158378,73.7703502,3,OSM
Aadhar Hospital,Hospital,18.4756744,73.931237,3,OSM
Max Neuro Hospital,Hospital,18.5984676,73.8285109,3,OSM
"Manipal Hospital, Pune",Hospital,18.5409242,73.935679,3,OSM
Ayodhya Trust General Hospital,Hospital,18.49253,73.9037686,3,OSM
Chordiya Nursing Home,Hospital,18.4581135,73.8781846,3,OSM
Anup Hospital,Hospital,18.498738,73.838315,3,OSM
Apex Superspeciality Hospital,Hospital,18.5075984,73.8439447,3,OSM
Date Hospital,Hospital,18.51024,73.8522294,3,OSM
Morya General Hospital,Hospital,18.5147901,73.8484343,3,OSM
Suman Hospital,Hospital,18.492348,73.853457,3,OSM
Lifeline Hospital,Hospital,18.4723283,73.8923643,3,OSM
Sabane Hospital,Hospital,18.5107027,73.8434338,3,OSM
Kamat Hospital,Hospital,18.512445,73.869389,3,OSM
Bindu Madhav Thakarey Hospital,Hospital,18.496127,73.817109,3,OSM
National Hospital,Hospital,18.4714238,73.8887261,3,OSM
Meenatai Thakre Maternity Home,Hospital,18.47396,73.889134,3,OSM
Bhagirathi Children's Hospital,Hospital,18.4947224,73.8229041,3,OSM
Vishranti Hospital,Hospital,18.5086317,73.8744506,3,OSM
Matru Seva Hospital;Pacharne Hospital,Hospital,18.516314,73.871996,3,OSM
Shraddha Hospital,Hospital,18.4909252,73.845933,3,OSM
Purohit Hospital,Hospital,18.4975587,73.8513176,3,OSM
Prerna Hospital,Hospital,18.4553105,73.8690108,3,OSM
Bapat Hospital,Hospital,18.530365,73.842063,3,OSM
Shivneri Hospital,Hospital,18.449571,73.85723,3,OSM
New Pune Hospital,Hospital,18.470806,73.888399,3,OSM
Kothari Orthopaedic Hospital,Hospital,18.4891725,73.8571698,3,OSM
Kalyani Hospital,Hospital,18.5046645,73.8592129,3,OSM
Kumbhare Hospital,Hospital,18.5218011,73.8622355,3,OSM
योगेश हॉस्पिटल,Hospital,18.510438,73.847875,3,OSM
Sai Samarth Hospital,Hospital,18.5231039,73.8681573,3,OSM
Dr. Baba Saheb Ambedkar Hospital;dr baba saheb ambedkar hospital,Hospital,18.4962994,73.8702072,3,OSM
Todkar Hospital,Hospital,18.5107128,73.8660862,3,OSM
Shaishav Children's Hospital,Hospital,18.5137927,73.8476204,3,OSM
Suyash Hospital,Hospital,18.5001862,73.8124022,3,OSM
Moraya Nursing Home,Hospital,18.4472895,73.8662836,3,OSM
Swanand Maternity Hospital,Hospital,18.5297435,73.8339823,3,OSM
City Hospital,Hospital,18.5071504,73.7997343,3,OSM
Parasnis Hospital,Hospital,18.474694,73.858715,3,OSM
Shintre Hospital,Hospital,18.5122403,73.8499324,3,OSM
Alliance Munot Hospital;munot hospital,Hospital,18.5025447,73.8686993,3,OSM
Kalavati Mavale Hospital,Hospital,18.5150421,73.8464127,3,OSM
Jeevandhara Multispeciality Hospital,Hospital,18.4491259,73.8577679,3,OSM
ASG Eye Hospital,Hospital,18.528932,73.8436351,3,OSM
Rode Hospital,Hospital,18.5091812,73.8149589,3,OSM
Mantri Hospital,Hospital,18.505204,73.834167,3,OSM
Kering Hospital;kering clinic,Hospital,18.5029885,73.8682087,3,OSM
Siddhivinayak Hospital,Hospital,18.4559009,73.8709944,3,OSM
Kirad Hospital,Hospital,18.5143478,73.868913,3,OSM
Chajed Hospital,Hospital,18.50451,73.8628189,3,OSM
KEM Hospital,Hospital,18.5200596,73.8669776,3,OSM
Hope Hospital,Hospital,18.5126915,73.869516,3,OSM
David Sassoon Hospital,Hospital,18.525279,73.870499,3,OSM
MJM Hospital,Hospital,18.5245059,73.8438216,3,OSM
Chavan Hospital,Hospital,18.502202,73.8584592,3,OSM
dental health care,Hospital,18.5062067,73.8625971,3,OSM
ARCUS HOSPITAL,Hospital,18.4889132,73.8990842,3,OSM
Sai Allergy asthma Eye Children Hospital,Hospital,18.4852917,73.8514295,3,OSM
Sathe Multispeciality Hospital,Hospital,18.5067869,73.8037337,3,OSM
"Facethetics - Dental, Facial Cosmetics(BOTOX), & Hair Transplant Clinique",Hospital,18.5136297,73.8285827,3,OSM
DR PATIL'S FACE DENTAL HOSPITAL,Hospital,18.6284608,73.7801267,3,OSM
Unknown Hospital,Hospital,18.5759709,73.8258994,3,OSM
Shree Hospital,Hospital,18.5664237,73.8144112,3,OSM
Karan Hospital,Hospital,18.5836745,73.8846483,3,OSM
Ordnance Factory Hospital,Hospital,18.5607785,73.8444489,3,OSM
Morya Multispeciality Hospital,Hospital,18.4643898,73.8153134,3,OSM
Matoshri Ramabai Ambedkar Prasutigriha,Hospital,18.502785,73.8500051,3,OSM
Savitribai Phule Meternity Home,Hospital,18.5048618,73.8611993,3,OSM
Premchand Oswal Hospital,Hospital,18.4677248,73.8683031,3,OSM
"Janata Hospital ,Pune",Hospital,18.4993855,73.8470078,3,OSM
"Government Hospital, Dhankawadi",Hospital,18.4652208,73.8495579,3,OSM
Vasant More Hospital,Hospital,18.4533972,73.8698521,3,OSM
Brahm Chaitanya Hospital,Hospital,18.6342441,73.7885624,3,OSM
Hazrat Maulana Yunus Sahab Rahmatullah Alaih Dawakhana,Hospital,18.4482157,73.856594,3,OSM
G B Indumati Manilal Khanna Hospital,Hospital,18.4925761,73.8665946,3,OSM
Varadvinayak Children and Eye Hospital,Hospital,18.4934295,73.9315228,3,OSM
Ojas Multispeciality Hospital,Hospital,18.6432539,73.7546177,3,OSM
Rising Medicare Hospital,Hospital,18.5537402,73.9393307,3,OSM
Om Hospital,Hospital,18.6241345,73.8545347,3,OSM
Late Pruthak Barate Hospital,Hospital,18.4753187,73.7975854,3,OSM
Sanjeevan Hospital,Hospital,18.6240914,73.8538715,3,OSM
Apollo Spectra Hospitals,Hospital,18.5029796,73.8520221,3,OSM
Life Line Hospital,Hospital,18.6342365,73.8492487,3,OSM
Jeevanjyoti Hospital,Hospital,18.6048925,73.7785403,3,OSM
city hospiyal,Hospital,18.4713114,73.8878684,3,OSM
Om Hospital in Pune,Hospital,18.4747094,73.8844764,3,OSM
Sai Shradha Health Care Centre,Hospital,18.6001094,73.9096618,3,OSM
Chellaram Hospital,Hospital,18.5196786,73.769934,3,OSM
Om Childrens Clinic,Hospital,18.597536,73.9088733,3,OSM
Thite Multispeciality Hospital,Hospital,18.5629303,73.9400147,3,OSM
Metropolis Healthcare Ltd,Hospital,18.5078453,73.8265103,3,OSM
Shree laxmi Hospital,Hospital,18.5503243,73.9372721,3,OSM
Joshi Hospital,Hospital,18.5178773,73.842284,3,OSM
Ruby Hall,Hospital,18.5334658,73.8769727,3,OSM
Benecare Superspeciality Hospital,Hospital,18.5639725,73.777019,3,OSM
Tirupati Hospital,Hospital,18.5167814,73.774807,3,OSM
Patil Eye Hospital,Hospital,18.646076,73.8499688,3,OSM
Symbiosis University Hospital & Research Centre,Hospital,18.5389496,73.7279701,3,OSM
Mule Hospital and Chikitsalay diagnostics,Hospital,18.5867313,73.7809817,3,OSM
Little miracle childrens hospital,Hospital,18.5945809,73.7687807,3,OSM
Manipal Hospital,Hospital,18.5663598,73.7695757,3,OSM
Aashirwad Hospital,Hospital,18.479729,73.8282621,3,OSM
Care lifeline hospital,Hospital,18.611843,73.7836895,3,OSM
साईकृपा रुग्णालय,Hospital,18.611978,73.7838011,3,OSM
Todkar Hospital,Hospital,18.5107733,73.8660853,3,OSM
Modern Hospital,Hospital,18.5157161,73.8688388,3,OSM
mothercare hospital,Hospital,18.4873135,73.8761077,3,OSM
metro advanced homeopathy clinic,Hospital,18.4864264,73.8740424,3,OSM
suraj hospital,Hospital,18.4814426,73.872471,3,OSM
anvi ENT and thyroid clinic,Hospital,18.4840027,73.8716266,3,OSM
sharda clinic,Hospital,18.5012435,73.8663445,3,OSM
immunology and rheumatology clinic,Hospital,18.4958983,73.8886709,3,OSM
sahyadri hospital,Hospital,18.4781663,73.8621023,3,OSM
harsh hospital,Hospital,18.4803051,73.8661942,3,OSM
apollo clinic,Hospital,18.5644671,73.9139265,3,OSM
bhagali clinic and nursing home,Hospital,18.474674,73.8580682,3,OSM
sayar hospital,Hospital,18.4734893,73.8626065,3,OSM
isshan orthopedic hospital,Hospital,18.4728083,73.8631451,3,OSM
dr kashyab nursing home,Hospital,18.4705573,73.8643492,3,OSM
Unknown Hospital,Hospital,18.4705532,73.8632764,3,OSM
Bora Hospital,Hospital,18.5104549,73.8639446,3,OSM
kedari Hospital,Hospital,18.5152955,73.8754518,3,OSM
Panchsheel Hospital,Hospital,18.5140768,73.8692464,3,OSM
Sardar Patel Genral Hospital,Hospital,18.5027364,73.8771188,3,OSM
Allice Munot Hospital,Hospital,18.5025502,73.8686991,3,OSM
Kering Hospital,Hospital,18.5030034,73.8681299,3,OSM
G.M Babubbhai Memo Hospital,Hospital,18.508112,73.8751436,3,OSM
Military Hospital,Hospital,18.4924252,73.8823382,3,OSM
CHandralok Hospital,Hospital,18.4803326,73.8610219,3,OSM
Sangam Hospital,Hospital,18.4757475,73.857877,3,OSM
Oyster and Pearl Hospital,Hospital,18.5318931,73.8472769,3,OSM
Ghaisas ENT Hospital,Hospital,18.5172397,73.8423562,3,OSM
Phadke Hospital,Hospital,18.5183149,73.843879,3,OSM
Seth Tarachand Hospital,Hospital,18.5177725,73.864031,3,OSM
Shre Samarth Hospital,Hospital,18.5180497,73.8658612,3,OSM
Ruby Hall Clinic,Hospital,18.5327841,73.8773654,3,OSM
Red blood hospital,Hospital,18.5273893,73.8710163,3,OSM
Nityashraddha super speciality hospital,Hospital,18.5278495,73.8760898,3,OSM
N. M. Wadia Institute of Cardiology,Hospital,18.5307461,73.8771922,3,OSM
WEST VALLEY MULTISPECIALITY HOSPITAL PVT LTD,Hospital,18.5351432,73.8765318,3,OSM
Kawediya Hospital,Hospital,18.5242312,73.8627099,3,OSM
Unique Hospital,Hospital,18.5221641,73.8676777,3,OSM
Sadhu Vaswani Missions Medical Complex,Hospital,18.5347719,73.8874441,3,OSM
Poona Hospital and Research Centre,Hospital,18.510644,73.8420437,3,OSM
DEENDAYAL MEMORIAL HOSPITAL,Hospital,18.5249802,73.8411721,3,OSM
KAMLA NEHRU HOSPITAL,Hospital,18.5229428,73.8620344,3,OSM
GLOBAL HOSPITAL & RESEARCH,Hospital,18.5012869,73.8410045,3,OSM
RANKA HOSPITAL,Hospital,18.4949578,73.8619001,3,OSM
Prayag Hospital,Hospital,18.5174841,73.842789,3,OSM
PUNE ADVENTIST HOSPITAL,Hospital,18.491946,73.8709604,3,OSM
HARIJIVAN HOSPITAL,Hospital,18.5001316,73.8543108,3,OSM
lokmanya hospital,Hospital,18.6373267,73.7903342,3,OSM
lokmanya hospital,Hospital,18.6337814,73.8032159,3,OSM
hospital26,Hospital,18.5583938,73.9309874,3,OSM
Unknown Hospital,Hospital,18.5655036,73.9468456,3,OSM
Shashwat Hospital,Hospital,18.4944973,73.8135873,3,OSM
Chavan Hospital,Hospital,18.459162,73.8254504,3,OSM
Lakshya cancer hospital,Hospital,18.6025763,73.7773987,3,OSM
Accord hospital,Hospital,18.6481462,73.8498404,3,OSM
Global hospital and research center,Hospital,18.6464468,73.7571643,3,OSM
Dr Mhaske Hospital and Research Centre Pvt Ltd,Hospital,18.500696,73.9415815,3,OSM
Vaibhav Nursing Home,Hospital,18.5875992,73.8871753,3,OSM
Alpha hospital,Hospital,18.5984803,73.7640386,3,OSM
Ingale Hospital,Hospital,18.6145416,73.7855399,3,OSM
Care Hospital,Hospital,18.4645854,73.8906932,3,OSM
Unknown Hospital,Hospital,18.5071972,73.7947857,3,OSM
Unknown Hospital,Hospital,18.6084525,73.7772728,3,OSM
Orion hospital,Hospital,18.6001101,73.7634111,3,OSM
Nakshatra eye hospital,Hospital,18.5999218,73.7634297,3,OSM
Shree hospital,Hospital,18.5920933,73.7379885,3,OSM
Shatayu Hospital Hinjewadi,Hospital,18.5958868,73.7408138,3,OSM
Emcure Pharmaceuticals Limited,Hospital,18.5951164,73.7126552,3,OSM
LifeTree Hospital Hinjawadi,Hospital,18.5915925,73.7435469,3,OSM
Marunji Hospital,Hospital,18.6125561,73.7165025,3,OSM
Yashoda Children and Maternity Hospital (Pediatrician and Gynaecologist),Hospital,18.611846,73.7171417,3,OSM
Dr. Satra's Dental Clinic,Hospital,18.5998927,73.8158263,3,OSM
Khare Dental Clinic,Hospital,18.6001927,73.8177383,3,OSM
Ashtavinayak Dental Clinic,Hospital,18.5985006,73.8161559,3,OSM
Datacha Dawakhana,Hospital,18.5982284,73.816064,3,OSM
SANJIVANI HOSPITAL,Hospital,18.5954785,73.8164532,3,OSM
घनवट हॉस्पिटल,Hospital,18.595659,73.8163512,3,OSM
Shri Hospital,Hospital,18.5969714,73.8152038,3,OSM
Unknown Hospital,Hospital,18.5498595,73.8720836,3,OSM
Kand Clinic,Hospital,18.6033572,73.8244802,3,OSM
PCMC Hospital,Hospital,18.6023463,73.8251725,3,OSM
"Ruby Hall Clinic, Hinjawadi, Pune",Hospital,18.5924771,73.733877,3,OSM
Chirayu hospital,Hospital,18.5981183,73.7639672,3,OSM
ASG eye hospital,Hospital,18.5967134,73.7904165,3,OSM
White Shine Multispeciality Dental Clinic,Hospital,18.5755375,73.9069211,3,OSM
JaiHind Hospital,Hospital,18.6237191,73.851652,3,OSM
Astha Hospital,Hospital,18.6392794,73.7911307,3,OSM
Satav pathology Laboratory,Hospital,18.6366048,73.790488,3,OSM
test hospital,Hospital,18.5255793,73.8539506,3,OSM
Pharmacy,Hospital,18.5348935,73.9448236,3,OSM
Jeevan Uday Multispeciality Hospital,Hospital,18.4429741,73.7807861,3,OSM
Racemous Polyclinics,Hospital,18.5208921,73.9329095,3,OSM
Flora Hospital,Hospital,18.6466536,73.7549099,3,OSM
lonkar,Hospital,18.5294468,73.9364213,3,OSM
elite hospital,Hospital,18.5576766,73.7712894,3,OSM
patil hospital,Hospital,18.4475111,73.8488292,3,OSM
Prism Dental and Medical Clinic,Hospital,18.5233466,73.9333741,3,OSM
Sant Hospital,Hospital,18.5426961,73.9244404,3,OSM
Construction Site,Hospital,18.5829125,73.8068621,3,OSM
Capital Hospital,Hospital,18.5084717,73.793338,3,OSM
Dr. Rajendra Mehata Hospital,Hospital,18.5376938,73.8515302,3,OSM
PMC Health Center,Hospital,18.5524886,73.9371731,3,OSM
Vighanaharata Hospital,Hospital,18.4692892,73.8642415,3,OSM
Pulse Multispeciality Hospital,Hospital,18.4595051,73.8233094,3,OSM
sparsh hospital,Hospital,18.604663,73.7867792,3,OSM
Unknown Hospital,Hospital,18.5737851,73.7048284,3,OSM
Align Diagnostic & BoneCare Polyclinic,Hospital,18.5027108,73.817036,3,OSM
Dr. Bhupeshkumar Kaware,Hospital,18.563916,73.9186177,3,OSM
Abane Hospital,Hospital,18.5011847,73.9383338,3,OSM
Usha Urology & Andrology Clinic,Hospital,18.5958627,73.7891883,3,OSM
Dr. Abhijeet Karad,Hospital,18.6011876,73.7609645,3,OSM
Tiny Sparkles Dental Clinic | Multispeciality & Pediatric Dental Clinic,Hospital,18.521272,73.7741764,3,OSM
City Hospital,Hospital,18.5195788,73.8800262,3,OSM
city hospital,Hospital,18.6161398,73.8296208,3,OSM
Glaze Dental Clinic - Speciality Dental Clinic and Implant Centre,Hospital,18.5039723,73.9297032,3,OSM
MyGyne Clinic,Hospital,18.5082386,73.8221777,3,OSM
Unknown Hospital,Hospital,18.587546,73.8870768,3,OSM
Medicover Hospital,Hospital,18.6344258,73.8461038,3,OSM
Synergy Heart Institute,Hospital,18.5995293,73.7923998,3,OSM
Dr Abhinav Kesarwani Varicose Veins Specialist,Hospital,18.6325123,73.8015866,3,OSM
Bvmfs Bharti Hospital and Research Center,Hospital,18.4594241,73.8568236,3,OSM
Rajiv Gandhi Hospital,Hospital,18.5455762,73.8837641,3,OSM
Inamdar Hospital,Hospital,18.5031739,73.9000186,3,OSM
Deenanath Mangeshkar Hospital,Hospital,18.5020099,73.8328426,3,OSM
KEM Hospital,Hospital,18.5202519,73.8671205,3,OSM
Poona Hospital and Research Centre,Hospital,18.5106347,73.8419468,3,OSM
Kamla Nehru Hospital,Hospital,18.5229409,73.8621247,3,OSM
Sancheti Hospital,Hospital,18.5299514,73.8528812,3,OSM
Sahyadri Hospital,Hospital,18.5130465,73.839332,3,OSM
Deoyani Hospital,Hospital,18.4958863,73.8122815,3,OSM
Noble Hospital,Hospital,18.5049366,73.9271433,3,OSM
Ruby Hall Clinic,Hospital,18.4854318,73.9047103,3,OSM
Dr. Chame Hospital,Hospital,18.6038785,73.7904463,3,OSM
Jog Hospital,Hospital,18.5094272,73.8211666,3,OSM
Deendayal Memorial Hospital,Hospital,18.5249981,73.8410861,3,OSM
Oyster and Pearl Hospital Tulip,Hospital,18.5319107,73.8472733,3,OSM
Navalmal Firodiya Super-Speciality Hospital,Hospital,18.5170917,73.8330188,3,OSM
"Sanjeevan Hospital, Pune",Hospital,18.510153,73.8371083,3,OSM
Ratna Memorial Hospital,Hospital,18.5276604,73.8295155,3,OSM
PMC - Late. Jayabai Nanasaheb Sutar Maternity Home,Hospital,18.5036257,73.8076976,3,OSM
Hardikar Hospital,Hospital,18.530254,73.847541,3,OSM
Shashwat Hospital,Hospital,18.5597267,73.8028513,3,OSM
Jehangir Hospital,Hospital,18.5303811,73.8766572,3,OSM
Ankura Hospital,Hospital,18.5653971,73.8047303,3,OSM
Morya Hospital,Hospital,18.6274645,73.7819923,3,OSM
Dental College - DY Patil Vidyapeeth,Hospital,18.6244985,73.8228302,3,OSM
Helambe Hospital,Hospital,18.5897796,73.7520509,3,OSM
Matoshri Jijaai Clinic,Hospital,18.594101,73.7391092,3,OSM
