cell_id,center_lat,center_lon,location_score,monthly_revenue,success_label,daily_footfall,profitability
cell_37,18.55974875615261,73.7022457882103,70,821734,0,205,Very High
cell_38,18.564006682665433,73.7022457882103,72,745246,1,367,Very High
cell_39,18.568264502912655,73.7022457882103,77,1069009,1,495,Very High
cell_40,18.572522216873434,73.7022457882103,77,926925,1,587,Very High
cell_41,18.5767798245269,73.7022457882103,77,835894,1,336,Very High
cell_42,18.5810373258522,73.7022457882103,72,975747,1,540,Very High
cell_43,18.58529472082849,73.7022457882103,77,1090079,0,497,Very High
cell_44,18.58955200943491,73.7022457882103,77,785270,1,435,Very High
cell_45,18.593809191650617,73.7022457882103,77,928394,1,460,Very High
cell_46,18.59806626745477,73.7022457882103,77,794764,1,400,Very High
cell_47,18.60232323682653,73.7022457882103,75,688045,1,620,Very High
cell_48,18.606580099745045,73.7022457882103,70,741819,1,304,Very High
cell_49,18.6108368561895,73.7022457882103,70,626721,1,563,Very High
cell_50,18.615093506139054,73.7022457882103,67,602469,1,328,Very High
cell_51,18.619350049572876,73.7022457882103,62,799391,1,418,Very High
cell_52,18.623606486470138,73.7022457882103,65,828616,1,531,Very High
cell_53,18.627862816810026,73.7022457882103,70,762767,0,400,Very High
cell_54,18.632119040571702,73.7022457882103,70,1050542,1,484,Very High
cell_55,18.636375157734367,73.7022457882103,75,895537,1,497,Very High
cell_56,18.6406311682772,73.7022457882103,75,776093,0,403,Very High
cell_57,18.644887072179383,73.7022457882103,75,972592,1,449,Very High
cell_58,18.649142869420114,73.7022457882103,75,894766,0,440,Very High
cell_59,18.402130961377015,73.70673736463091,85,1067715,1,532,Very High
cell_60,18.406392805025355,73.70673736463091,87,933091,1,614,Very High
cell_61,18.41065454318197,73.70673736463091,82,891296,1,404,Very High
cell_62,18.41491617582589,73.70673736463091,85,1056382,1,534,Very High
cell_63,18.41917770293615,73.70673736463091,90,1195792,1,486,Very High
cell_64,18.423439124491793,73.70673736463091,80,1054853,1,463,Very High
cell_65,18.427700440471853,73.70673736463091,80,1036284,1,421,Very High
cell_66,18.431961650855385,73.70673736463091,75,913163,1,471,Very High
cell_67,18.43622275562143,73.70673736463091,75,1003498,1,631,Very High
cell_68,18.440483754749042,73.70673736463091,75,910759,1,416,Very High
cell_69,18.444744648217274,73.70673736463091,75,691069,1,335,Very High
cell_70,18.449005436005177,73.70673736463091,75,948902,1,506,Very High
cell_71,18.45326611809182,73.70673736463091,75,1129729,1,480,Very High
cell_72,18.457526694456252,73.70673736463091,75,1235743,0,449,Very High
cell_73,18.46178716507755,73.70673736463091,75,948706,1,497,Very High
cell_74,18.466047529934773,73.70673736463091,75,1220851,1,438,Very High
cell_75,18.470307789007,73.70673736463091,75,1096406,0,600,Very High
cell_76,18.47456794227329,73.70673736463091,75,1160113,1,309,Very High
cell_77,18.478827989712737,73.70673736463091,75,1155320,1,506,Very High
cell_78,18.483087931304407,73.70673736463091,75,1215118,1,431,Very High
cell_79,18.487347767027387,73.70673736463091,72,847809,1,370,Very High
cell_80,18.49160749686076,73.70673736463091,77,1147349,1,783,Very High
cell_81,18.49586712078362,73.70673736463091,85,1312240,1,443,Very High
cell_82,18.500126638775043,73.70673736463091,85,945480,1,509,Very High
cell_83,18.504386050814137,73.70673736463091,82,1431529,1,555,Very High
cell_84,18.508645356879995,73.70673736463091,85,1405667,1,636,Very High
cell_85,18.51290455695171,73.70673736463091,85,1226129,1,399,Very High
cell_86,18.51716365100839,73.70673736463091,80,1031081,0,475,Very High
cell_87,18.521422639029137,73.70673736463091,67,663449,1,261,Very High
cell_88,18.52568152099306,73.70673736463091,62,660191,1,338,Very High
cell_89,18.529940296879264,73.70673736463091,62,730274,1,228,Very High
cell_90,18.53419896666687,73.70673736463091,65,790779,1,434,Very High
cell_91,18.538457530335,73.70673736463091,70,656080,1,466,Very High
cell_92,18.542715987862753,73.70673736463091,70,916448,0,440,Very High
cell_93,18.54697433922927,73.70673736463091,70,740141,0,305,Very High
cell_94,18.55123258441366,73.70673736463091,70,611928,1,385,Very High
cell_95,18.555490723395064,73.70673736463091,70,789759,1,585,Very High
cell_96,18.55974875615261,73.70673736463091,70,818938,1,320,Very High
cell_97,18.564006682665433,73.70673736463091,67,714445,1,471,Very High
cell_98,18.568264502912655,73.70673736463091,72,719370,1,520,Very High
cell_99,18.572522216873434,73.70673736463091,77,925668,1,471,Very High
cell_100,18.5767798245269,73.70673736463091,67,716601,0,307,Very High
cell_101,18.5810373258522,73.70673736463091,72,854790,1,540,Very High
cell_102,18.58529472082849,73.70673736463091,77,917786,0,411,Very High
cell_103,18.58955200943491,73.70673736463091,77,774620,0,501,Very High
cell_104,18.593809191650617,73.70673736463091,77,914605,1,509,Very High
cell_105,18.59806626745477,73.70673736463091,82,923261,1,339,Very High
cell_106,18.60232323682653,73.70673736463091,75,757518,0,310,Very High
cell_107,18.606580099745045,73.70673736463091,70,779395,1,612,Very High
cell_108,18.6108368561895,73.70673736463091,65,655608,1,511,Very High
cell_109,18.615093506139054,73.70673736463091,62,539775,0,377,High
cell_110,18.619350049572876,73.70673736463091,62,544317,1,368,High
cell_111,18.623606486470138,73.70673736463091,65,766758,1,318,Very High
cell_112,18.627862816810026,73.70673736463091,65,563941,1,386,High
cell_113,18.632119040571702,73.70673736463091,70,916829,1,429,Very High
cell_114,18.636375157734367,73.70673736463091,70,880672,1,364,Very High
cell_115,18.6406311682772,73.70673736463091,70,819437,1,385,Very High
cell_116,18.644887072179383,73.70673736463091,72,853888,1,363,Very High
cell_117,18.649142869420114,73.70673736463091,75,856986,0,528,Very High
cell_118,18.402130961377015,73.7112289410515,85,819655,1,449,Very High
cell_119,18.406392805025355,73.7112289410515,82,1236714,1,539,Very High
cell_120,18.41065454318197,73.7112289410515,85,1151378,1,594,Very High
cell_121,18.41491617582589,73.7112289410515,87,1404579,0,458,Very High
cell_122,18.41917770293615,73.7112289410515,82,1182380,0,385,Very High
cell_123,18.423439124491793,73.7112289410515,80,1114564,1,571,Very High
cell_124,18.427700440471853,73.7112289410515,80,827044,0,445,Very High
cell_125,18.431961650855385,73.7112289410515,75,896533,0,490,Very High
cell_126,18.43622275562143,73.7112289410515,75,1193512,0,389,Very High
cell_127,18.440483754749042,73.7112289410515,75,833280,1,445,Very High
cell_128,18.444744648217274,73.7112289410515,75,1178723,1,489,Very High
cell_129,18.449005436005177,73.7112289410515,75,1023643,1,262,Very High
cell_130,18.45326611809182,73.7112289410515,75,1082018,1,463,Very High
cell_131,18.457526694456252,73.7112289410515,75,868251,1,318,Very High
cell_132,18.46178716507755,73.7112289410515,75,845224,1,420,Very High
cell_133,18.466047529934773,73.7112289410515,75,1137743,1,513,Very High
cell_134,18.470307789007,73.7112289410515,75,1110598,0,459,Very High
cell_135,18.47456794227329,73.7112289410515,75,981774,1,460,Very High
cell_136,18.478827989712737,73.7112289410515,75,982633,1,455,Very High
cell_137,18.483087931304407,73.7112289410515,72,1017979,0,317,Very High
cell_138,18.487347767027387,73.7112289410515,67,744553,1,496,Very High
cell_139,18.49160749686076,73.7112289410515,77,1070341,1,575,Very High
cell_140,18.49586712078362,73.7112289410515,82,986870,1,639,Very High
cell_141,18.500126638775043,73.7112289410515,82,1328268,1,457,Very High
cell_142,18.504386050814137,73.7112289410515,87,951603,1,747,Very High
cell_143,18.508645356879995,73.7112289410515,82,1032349,0,579,Very High
cell_144,18.51290455695171,73.7112289410515,80,1222172,1,328,Very High
cell_145,18.51716365100839,73.7112289410515,75,1091507,1,328,Very High
cell_146,18.521422639029137,73.7112289410515,70,596289,0,288,High
cell_147,18.52568152099306,73.7112289410515,62,876411,0,420,Very High
cell_148,18.529940296879264,73.7112289410515,62,843380,0,365,Very High
cell_149,18.53419896666687,73.7112289410515,65,723801,1,391,Very High
cell_150,18.538457530335,73.7112289410515,70,728204,0,438,Very High
cell_151,18.542715987862753,73.7112289410515,67,626107,1,339,Very High
cell_152,18.54697433922927,73.7112289410515,65,880935,0,232,Very High
cell_153,18.55123258441366,73.7112289410515,65,510853,0,421,High
cell_154,18.555490723395064,73.7112289410515,65,790535,1,263,Very High
cell_155,18.55974875615261,73.7112289410515,65,826800,0,318,Very High
cell_156,18.564006682665433,73.7112289410515,65,875814,1,340,Very High
cell_157,18.568264502912655,73.7112289410515,75,675228,1,417,Very High
cell_158,18.572522216873434,73.7112289410515,67,851500,0,422,Very High
cell_159,18.5767798245269,73.7112289410515,57,611221,0,193,Very High
cell_160,18.5810373258522,73.7112289410515,80,855223,1,393,Very High
cell_161,18.58529472082849,73.7112289410515,72,935947,1,371,Very High
cell_162,18.58955200943491,73.7112289410515,77,813809,0,485,Very High
cell_163,18.593809191650617,73.7112289410515,80,949762,1,332,Very High
cell_164,18.59806626745477,73.7112289410515,82,1001389,1,544,Very High
cell_165,18.60232323682653,73.7112289410515,75,809185,0,387,Very High
cell_166,18.606580099745045,73.7112289410515,70,708706,1,345,Very High
cell_167,18.6108368561895,73.7112289410515,62,795865,1,547,Very High
cell_168,18.615093506139054,73.7112289410515,62,644468,0,254,Very High
cell_169,18.619350049572876,73.7112289410515,62,634060,1,326,Very High
cell_170,18.623606486470138,73.7112289410515,62,726144,1,305,Very High
cell_171,18.627862816810026,73.7112289410515,57,809681,1,487,Very High
cell_172,18.632119040571702,73.7112289410515,67,712285,1,383,Very High
cell_173,18.636375157734367,73.7112289410515,67,831172,0,389,Very High
cell_174,18.6406311682772,73.7112289410515,67,785667,0,419,Very High
cell_175,18.644887072179383,73.7112289410515,67,753994,1,459,Very High
cell_176,18.649142869420114,73.7112289410515,75,794693,1,460,Very High
cell_177,18.402130961377015,73.7157205174721,90,1271751,1,516,Very High
cell_178,18.406392805025355,73.7157205174721,85,770655,1,733,Very High
cell_179,18.41065454318197,73.7157205174721,85,1003423,1,628,Very High
cell_180,18.41491617582589,73.7157205174721,82,1073033,0,267,Very High
cell_181,18.41917770293615,73.7157205174721,82,1251060,1,539,Very High
cell_182,18.423439124491793,73.7157205174721,85,1021670,1,380,Very High
cell_183,18.427700440471853,73.7157205174721,80,1225289,1,464,Very High
cell_184,18.431961650855385,73.7157205174721,75,922885,1,381,Very High
cell_185,18.43622275562143,73.7157205174721,75,1213421,1,542,Very High
cell_186,18.440483754749042,73.7157205174721,75,1135239,1,652,Very High
cell_187,18.444744648217274,73.7157205174721,75,926176,1,462,Very High
cell_188,18.449005436005177,73.7157205174721,75,1300519,0,505,Very High
cell_189,18.45326611809182,73.7157205174721,75,1332057,1,517,Very High
cell_190,18.457526694456252,73.7157205174721,75,1366843,1,403,Very High
cell_191,18.46178716507755,73.7157205174721,75,993095,1,328,Very High
cell_192,18.466047529934773,73.7157205174721,75,962748,1,651,Very High
cell_193,18.470307789007,73.7157205174721,75,1371862,1,636,Very High
cell_194,18.47456794227329,73.7157205174721,75,945081,1,372,Very High
cell_195,18.478827989712737,73.7157205174721,75,1075957,1,323,Very High
cell_196,18.483087931304407,73.7157205174721,67,764278,1,372,Very High
cell_197,18.487347767027387,73.7157205174721,67,704929,1,532,Very High
cell_198,18.49160749686076,73.7157205174721,77,1436105,1,471,Very High
cell_199,18.49586712078362,73.7157205174721,82,1043061,1,304,Very High
cell_200,18.500126638775043,73.7157205174721,82,1082870,0,657,Very High
cell_201,18.504386050814137,73.7157205174721,82,1085669,1,645,Very High
cell_202,18.508645356879995,73.7157205174721,80,943822,1,506,Very High
cell_203,18.51290455695171,73.7157205174721,75,931659,0,529,Very High
cell_204,18.51716365100839,73.7157205174721,75,917711,0,451,Very High
cell_205,18.521422639029137,73.7157205174721,75,1319500,1,643,Very High
cell_206,18.52568152099306,73.7157205174721,62,812616,1,427,Very High
cell_207,18.529940296879264,73.7157205174721,62,763846,1,288,Very High
cell_208,18.53419896666687,73.7157205174721,67,760811,1,387,Very High
cell_209,18.538457530335,73.7157205174721,70,1024866,1,464,Very High
cell_210,18.542715987862753,73.7157205174721,67,873299,1,591,Very High
cell_211,18.54697433922927,73.7157205174721,62,882681,1,465,Very High
cell_212,18.55123258441366,73.7157205174721,62,732672,1,486,Very High
cell_213,18.555490723395064,73.7157205174721,62,727535,1,497,Very High
cell_214,18.55974875615261,73.7157205174721,62,781198,0,420,Very High
cell_215,18.564006682665433,73.7157205174721,67,1076303,1,208,Very High
cell_216,18.568264502912655,73.7157205174721,70,847134,1,508,Very High
cell_217,18.572522216873434,73.7157205174721,72,915386,0,306,Very High
cell_218,18.5767798245269,73.7157205174721,77,789174,1,546,Very High
cell_219,18.5810373258522,73.7157205174721,77,956713,1,376,Very High
cell_220,18.58529472082849,73.7157205174721,72,793778,0,415,Very High
cell_221,18.58955200943491,73.7157205174721,72,796851,1,483,Very High
cell_222,18.593809191650617,73.7157205174721,77,675241,1,540,Very High
cell_223,18.59806626745477,73.7157205174721,77,866429,1,547,Very High
cell_224,18.60232323682653,73.7157205174721,72,729869,1,472,Very High
cell_225,18.606580099745045,73.7157205174721,57,756101,0,381,Very High
cell_226,18.6108368561895,73.7157205174721,42,683715,0,257,Very High
cell_227,18.615093506139054,73.7157205174721,52,654088,0,301,Very High
cell_228,18.619350049572876,73.7157205174721,62,624730,0,260,Very High
cell_229,18.623606486470138,73.7157205174721,57,605735,1,416,Very High
cell_230,18.627862816810026,73.7157205174721,70,696693,1,372,Very High
cell_231,18.632119040571702,73.7157205174721,67,832493,1,398,Very High
cell_232,18.636375157734367,73.7157205174721,67,977020,1,246,Very High
cell_233,18.6406311682772,73.7157205174721,67,899048,0,449,Very High
cell_234,18.644887072179383,73.7157205174721,67,776694,0,306,Very High
cell_235,18.649142869420114,73.7157205174721,72,823109,1,490,Very High
cell_236,18.402130961377015,73.7202120938927,90,1129263,1,750,Very High
cell_237,18.406392805025355,73.7202120938927,85,1294979,1,410,Very High
cell_238,18.41065454318197,73.7202120938927,82,708637,1,667,Very High
cell_239,18.41491617582589,73.7202120938927,82,1336377,1,633,Very High
cell_240,18.41917770293615,73.7202120938927,82,971134,1,468,Very High
cell_241,18.423439124491793,73.7202120938927,82,1196955,1,341,Very High
cell_242,18.427700440471853,73.7202120938927,80,862858,1,498,Very High
cell_243,18.431961650855385,73.7202120938927,75,814002,1,335,Very High
cell_244,18.43622275562143,73.7202120938927,75,896910,0,280,Very High
cell_245,18.440483754749042,73.7202120938927,75,1001056,1,516,Very High
cell_246,18.444744648217274,73.7202120938927,75,795113,1,460,Very High
cell_247,18.449005436005177,73.7202120938927,75,1046985,1,565,Very High
cell_248,18.45326611809182,73.7202120938927,75,998176,1,463,Very High
cell_249,18.457526694456252,73.7202120938927,75,1093692,0,533,Very High
cell_250,18.46178716507755,73.7202120938927,75,974325,1,460,Very High
cell_251,18.466047529934773,73.7202120938927,75,1272965,1,553,Very High
cell_252,18.470307789007,73.7202120938927,75,947261,1,523,Very High
cell_253,18.47456794227329,73.7202120938927,75,901802,1,375,Very High
cell_254,18.478827989712737,73.7202120938927,75,1189242,1,560,Very High
cell_255,18.483087931304407,73.7202120938927,67,992653,1,363,Very High
cell_256,18.487347767027387,73.7202120938927,67,1066926,1,522,Very High
cell_257,18.49160749686076,73.7202120938927,77,972534,1,498,Very High
cell_258,18.49586712078362,73.7202120938927,72,872310,0,534,Very High
cell_259,18.500126638775043,73.7202120938927,62,1020742,1,474,Very High
cell_260,18.504386050814137,73.7202120938927,82,1018942,1,692,Very High
cell_261,18.508645356879995,73.7202120938927,80,1075595,1,442,Very High
cell_262,18.51290455695171,73.7202120938927,75,1309729,1,502,Very High
cell_263,18.51716365100839,73.7202120938927,72,1087142,1,415,Very High
cell_264,18.521422639029137,73.7202120938927,72,1001381,1,427,Very High
cell_265,18.52568152099306,73.7202120938927,67,852487,1,469,Very High
cell_266,18.529940296879264,73.7202120938927,62,823118,0,218,Very High
cell_267,18.53419896666687,73.7202120938927,65,794859,1,459,Very High
cell_268,18.538457530335,73.7202120938927,62,787630,1,370,Very High
cell_269,18.542715987862753,73.7202120938927,67,777551,1,393,Very High
cell_270,18.54697433922927,73.7202120938927,67,747167,1,344,Very High
cell_271,18.55123258441366,73.7202120938927,65,666022,1,384,Very High
cell_272,18.555490723395064,73.7202120938927,62,720370,0,399,Very High
cell_273,18.55974875615261,73.7202120938927,65,747006,0,537,Very High
cell_274,18.564006682665433,73.7202120938927,65,934831,0,305,Very High
cell_275,18.568264502912655,73.7202120938927,47,764772,1,333,Very High
cell_276,18.572522216873434,73.7202120938927,52,699030,0,280,Very High
cell_277,18.5767798245269,73.7202120938927,67,636225,1,348,Very High
cell_278,18.5810373258522,73.7202120938927,67,965524,0,478,Very High
cell_279,18.58529472082849,73.7202120938927,77,1012550,1,625,Very High
cell_280,18.58955200943491,73.7202120938927,72,757725,0,333,Very High
cell_281,18.593809191650617,73.7202120938927,77,892032,0,428,Very High
cell_282,18.59806626745477,73.7202120938927,77,759746,0,490,Very High
cell_283,18.60232323682653,73.7202120938927,72,813255,0,404,Very High
cell_284,18.606580099745045,73.7202120938927,67,771575,0,213,Very High
cell_285,18.6108368561895,73.7202120938927,42,652444,0,302,Very High
cell_286,18.615093506139054,73.7202120938927,62,888563,1,389,Very High
cell_287,18.619350049572876,73.7202120938927,67,600684,0,406,Very High
cell_288,18.623606486470138,73.7202120938927,67,840526,1,435,Very High
cell_289,18.627862816810026,73.7202120938927,70,836265,1,438,Very High
cell_290,18.632119040571702,73.7202120938927,72,530767,1,317,High
cell_291,18.636375157734367,73.7202120938927,57,752769,0,493,Very High
cell_292,18.6406311682772,73.7202120938927,47,567568,0,356,High
cell_293,18.644887072179383,73.7202120938927,67,622244,1,493,Very High
cell_294,18.649142869420114,73.7202120938927,72,586046,1,215,High
cell_295,18.402130961377015,73.7247036703133,90,1273400,1,571,Very High
cell_296,18.406392805025355,73.7247036703133,85,1241416,1,481,Very High
cell_297,18.41065454318197,73.7247036703133,87,1134818,1,602,Very High
cell_298,18.41491617582589,73.7247036703133,82,931185,1,605,Very High
cell_299,18.41917770293615,73.7247036703133,85,1195525,1,476,Very High
cell_300,18.423439124491793,73.7247036703133,85,953277,1,580,Very High
cell_301,18.427700440471853,73.7247036703133,80,1004869,0,598,Very High
cell_302,18.431961650855385,73.7247036703133,75,1055141,1,452,Very High
cell_303,18.43622275562143,73.7247036703133,75,827030,0,550,Very High
cell_304,18.440483754749042,73.7247036703133,75,1021521,1,472,Very High
cell_305,18.444744648217274,73.7247036703133,75,1051044,0,343,Very High
cell_306,18.449005436005177,73.7247036703133,75,1249252,1,463,Very High
cell_307,18.45326611809182,73.7247036703133,75,957336,1,463,Very High
cell_308,18.457526694456252,73.7247036703133,75,955356,1,479,Very High
cell_309,18.46178716507755,73.7247036703133,75,865412,1,500,Very High
cell_310,18.466047529934773,73.7247036703133,75,1324228,1,364,Very High
cell_311,18.470307789007,73.7247036703133,75,1231686,1,519,Very High
cell_312,18.47456794227329,73.7247036703133,75,668457,1,298,Very High
cell_313,18.478827989712737,73.7247036703133,75,1162408,1,506,Very High
cell_314,18.483087931304407,73.7247036703133,75,1200856,1,632,Very High
cell_315,18.487347767027387,73.7247036703133,70,894578,1,376,Very High
cell_316,18.49160749686076,73.7247036703133,62,1041513,1,373,Very High
cell_317,18.49586712078362,73.7247036703133,82,1218088,1,503,Very High
cell_318,18.500126638775043,73.7247036703133,62,1176510,0,332,Very High
cell_319,18.504386050814137,73.7247036703133,85,1138441,0,545,Very High
cell_320,18.508645356879995,73.7247036703133,80,1404701,1,482,Very High
cell_321,18.51290455695171,73.7247036703133,72,1090129,1,291,Very High
cell_322,18.51716365100839,73.7247036703133,67,1264460,1,382,Very High
cell_323,18.521422639029137,73.7247036703133,70,884883,1,232,Very High
cell_324,18.52568152099306,73.7247036703133,67,1130027,1,420,Very High
cell_325,18.529940296879264,73.7247036703133,67,1180881,1,456,Very High
cell_326,18.53419896666687,73.7247036703133,65,866396,1,514,Very High
cell_327,18.538457530335,73.7247036703133,62,667806,1,383,Very High
cell_328,18.542715987862753,73.7247036703133,42,579449,0,337,High
cell_329,18.54697433922927,73.7247036703133,62,694468,0,334,Very High
cell_330,18.55123258441366,73.7247036703133,62,764349,1,456,Very High
cell_331,18.555490723395064,73.7247036703133,62,725255,0,325,Very High
cell_332,18.55974875615261,73.7247036703133,67,738806,0,370,Very High
cell_333,18.564006682665433,73.7247036703133,65,472845,1,254,High
cell_334,18.568264502912655,73.7247036703133,62,552778,0,394,High
cell_335,18.572522216873434,73.7247036703133,72,871224,1,497,Very High
cell_336,18.5767798245269,73.7247036703133,82,869794,1,721,Very High
cell_337,18.5810373258522,73.7247036703133,82,1036891,1,368,Very High
cell_338,18.58529472082849,73.7247036703133,82,995342,0,319,Very High
cell_339,18.58955200943491,73.7247036703133,77,976137,1,451,Very High
cell_340,18.593809191650617,73.7247036703133,62,615411,1,414,Very High
cell_341,18.59806626745477,73.7247036703133,82,1017592,0,467,Very High
cell_342,18.60232323682653,73.7247036703133,77,1133248,1,450,Very High
cell_343,18.606580099745045,73.7247036703133,52,628343,0,359,Very High
cell_344,18.6108368561895,73.7247036703133,70,712399,1,299,Very High
cell_345,18.615093506139054,73.7247036703133,67,622965,1,366,Very High
cell_346,18.619350049572876,73.7247036703133,70,935422,1,468,Very High
cell_347,18.623606486470138,73.7247036703133,57,751607,0,256,Very High
cell_348,18.627862816810026,73.7247036703133,67,938756,1,456,Very High
cell_349,18.632119040571702,73.7247036703133,72,1041671,1,426,Very High
cell_350,18.636375157734367,73.7247036703133,67,946314,1,340,Very High
cell_351,18.6406311682772,73.7247036703133,57,629748,0,408,Very High
cell_352,18.644887072179383,73.7247036703133,72,742592,1,464,Very High
cell_353,18.649142869420114,73.7247036703133,77,905452,1,354,Very High
cell_354,18.402130961377015,73.7291952467339,82,804316,1,496,Very High
cell_355,18.406392805025355,73.7291952467339,82,1239497,1,364,Very High
cell_356,18.41065454318197,73.7291952467339,90,1286155,1,448,Very High
cell_357,18.41491617582589,73.7291952467339,90,1050903,1,405,Very High
cell_358,18.41917770293615,73.7291952467339,90,1174049,1,579,Very High
cell_359,18.423439124491793,73.7291952467339,85,1159664,1,419,Very High
cell_360,18.427700440471853,73.7291952467339,80,1052846,1,654,Very High
cell_361,18.431961650855385,73.7291952467339,80,967728,1,439,Very High
cell_362,18.43622275562143,73.7291952467339,75,868866,1,582,Very High
cell_363,18.440483754749042,73.7291952467339,75,980663,1,543,Very High
cell_364,18.444744648217274,73.7291952467339,75,980277,1,486,Very High
cell_365,18.449005436005177,73.7291952467339,75,1068246,1,397,Very High
cell_366,18.45326611809182,73.7291952467339,75,1184909,1,431,Very High
cell_367,18.457526694456252,73.7291952467339,75,917860,1,433,Very High
cell_368,18.46178716507755,73.7291952467339,75,911046,1,547,Very High
cell_369,18.466047529934773,73.7291952467339,75,1030036,1,581,Very High
cell_370,18.470307789007,73.7291952467339,75,859336,0,381,Very High
cell_371,18.47456794227329,73.7291952467339,75,975345,1,455,Very High
cell_372,18.478827989712737,73.7291952467339,75,1023155,0,563,Very High
cell_373,18.483087931304407,73.7291952467339,75,1089510,1,558,Very High
cell_374,18.487347767027387,73.7291952467339,72,1032170,1,458,Very High
cell_375,18.49160749686076,73.7291952467339,77,894609,1,589,Very High
cell_376,18.49586712078362,73.7291952467339,82,885933,0,608,Very High
cell_377,18.500126638775043,73.7291952467339,72,1113611,1,562,Very High
cell_378,18.504386050814137,73.7291952467339,85,932267,1,462,Very High
cell_379,18.508645356879995,73.72919524673388,80,1145345,1,700,Very High
cell_380,18.51290455695171,73.7291952467339,70,1048026,0,312,Very High
cell_381,18.51716365100839,73.7291952467339,67,929626,1,462,Very High
cell_382,18.521422639029137,73.7291952467339,67,756503,1,443,Very High
cell_383,18.52568152099306,73.7291952467339,67,813290,1,393,Very High
cell_384,18.529940296879264,73.7291952467339,70,1096922,1,595,Very High
cell_385,18.53419896666687,73.7291952467339,70,893011,1,475,Very High
cell_386,18.538457530335,73.7291952467339,67,961426,1,458,Very High
cell_387,18.542715987862753,73.7291952467339,67,736505,1,290,Very High
cell_388,18.54697433922927,73.7291952467339,57,604166,1,337,Very High
cell_389,18.55123258441366,73.7291952467339,67,830174,1,515,Very High
cell_390,18.555490723395064,73.7291952467339,70,739428,1,252,Very High
cell_391,18.55974875615261,73.7291952467339,75,902021,1,440,Very High
cell_392,18.564006682665433,73.7291952467339,72,915825,1,352,Very High
cell_393,18.568264502912655,73.7291952467339,70,770329,0,326,Very High
cell_394,18.572522216873434,73.7291952467339,72,748649,1,376,Very High
cell_395,18.5767798245269,73.7291952467339,77,899434,1,490,Very High
cell_396,18.5810373258522,73.7291952467339,82,842503,1,485,Very High
cell_397,18.58529472082849,73.7291952467339,62,655616,1,383,Very High
cell_398,18.58955200943491,73.7291952467339,82,751063,0,582,Very High
cell_399,18.593809191650617,73.7291952467339,62,809897,1,338,Very High
cell_400,18.59806626745477,73.7291952467339,82,720700,1,330,Very High
cell_401,18.60232323682653,73.7291952467339,72,645839,1,344,Very High
cell_402,18.606580099745045,73.7291952467339,57,643476,0,488,Very High
cell_403,18.6108368561895,73.7291952467339,67,752444,0,379,Very High
cell_404,18.615093506139054,73.7291952467339,70,741454,1,472,Very High
cell_405,18.619350049572876,73.7291952467339,70,764923,1,373,Very High
