place_id,name,latitude,longitude,rating,user_ratings_total,location_score,success_label,daily_footfall,footfall_category,monthly_revenue,profitability,index_right,cell_id,distance_to_cell_center,center_lat,center_lon,competitor_count,nearest_m,road_density_km,major_dist_m,commercial_rent_per_sqft,rental_zone,tier,confidence,locality,locality_dist_m,total_population,ward_id,ward_name,ward_zone,ward_dist_m,footfall_generator_count,nearest_generator_m,transit_stop_count,nearest_transit_m,avg_monthly_income,property_price_sqft,purchasing_power_index,income_tier,distance_to_city_center,rent_to_income_ratio,transit_accessibility_score,footfall_accessibility_score,competition_density,market_saturation,connectivity_score,main_category,retail_competition_score,rent_affordability,parking_accessibility,retail_density,visibility_score,market_opportunity
ChIJi8TmqMqXwjsRjmj6FxNV8y0,ADIT ENTERPRISES,18.43302,73.74239659999999,5.0,43,100.0,1,10,Medium,45000,Low,538,cell_538,0.0010930861571406,18.431961650855385,73.7426699759957,1,0.0,7540.900367428844,0.0,15.79,South Pune,Grade C,High,Narhe,6437.173937196685,77606,PMC_6,Warje Malwadi,PMC,8745.200329238894,1,1669.193052376508,1,2387.3004942707685,45000.0,5000.0,57.69,Unknown,15534.802833471971,0.0006303359340926,0.2952203389369752,0.3746450632747051,0.012721675190189,0.1141474328242357,7540.900367428844,retail_general,0.7274605108738261,0.0003508810915312993,0.2952203389369752,0.012721675190189,2825.161095303626,0.3699388217442337
ChIJRVEmTQGVwjsR2Wxm3CMXNEo,Shreenath Provision store,18.406899,73.7570575,5.0,1,100.0,1,10,Low,45000,Low,709,cell_709,0.0010437564822909,18.406392805025355,73.75614470525748,2,0.0,6397.361000411174,0.0,15.79,South Pune,Grade C,High,Narhe,7372.544766686224,82537,PMC_32,Narhe,PMC,8744.615834878192,1,1590.753554143049,1,1008.6570302413302,45000.0,5000.0,57.69,Unknown,16528.38907158047,0.0006303359340926,0.4978450700863825,0.3859880838147775,0.0239414870057579,0.216129764310492,6397.361000411174,retail_general,1.4430138493653013,0.0003508810915312993,0.4978450700863825,0.0239414870057579,2469.3051140200973,0.37696302836941986
ChIJUar5z6-VwjsR9tbktYRfAo8,New Swapnpurti Cars| Garage| Showroom| Car Workshop,18.4147787,73.7624534,5.0,154,100.0,1,15,High,67500,Low,770,cell_770,0.001822311334151,18.41491617582589,73.76063628167807,3,0.0,9476.933338349543,0.0,15.79,South Pune,Grade C,High,Narhe,6266.130678824037,82537,PMC_32,Narhe,PMC,7763.949922440671,1,582.5985556126107,1,418.68092805489897,45000.0,5000.0,57.69,Unknown,15499.266401442545,0.0006303359340926,0.7048801321175602,0.6318721803792551,0.0359122305086368,0.324194646465738,9476.933338349543,retail_general,1.8383792775380148,0.0003508810915312993,0.7048801321175602,0.0359122305086368,5988.210531811778,0.6099669081703992
ChIJXyZbAQCVwjsRCNUBDys3zCk,Shree Krishna Tyres,18.4140457,73.7631329,3.4,8,68.0,0,10,Low,30599,Low,829,cell_829,0.0021765996368052,18.41491617582589,73.76512785809868,5,0.0,9303.531292372676,0.0,15.79,South Pune,Grade C,High,Narhe,5989.344735800807,82537,PMC_32,Narhe,PMC,7348.71419139327,1,674.1151500185362,1,70.59168314165436,45000.0,5000.0,57.69,Unknown,15193.830025263496,0.0006303359340926,0.9340629259004676,0.5973304763348732,0.0598537175143948,0.5403244107762301,9303.531292372676,retail_general,3.1302226271126203,0.0003508810915312993,0.9340629259004676,0.0598537175143948,5557.282778469369,0.5635970950177475
ChIJZXDguHWVwjsRm-f1Rh8w7D0,Shree Samarth Medical,18.4068605,73.7600626,4.0,1,80.0,1,10,Low,18000,Low,768,cell_768,0.0007401683977782,18.406392805025355,73.76063628167807,1,0.0,7150.805272613932,0.0,15.79,South Pune,Grade C,High,Narhe,7103.680244560384,82537,PMC_32,Narhe,PMC,8348.232625425622,1,1582.5985556126109,1,595.5686663813477,45000.0,5000.0,57.69,Unknown,16228.479520200117,0.0006303359340926,0.6267357971298966,0.3872069074873283,0.0119707435028789,0.108064882155246,7150.805272613932,retail_general,0.7208729963804154,0.0003508810915312993,0.6267357971298966,0.0119707435028789,2768.841195652922,0.3826265828071607
ChIJve6-HgCVwjsRmWu_o41dLyI,Sinhagad Special basundi chaha,18.4131612,73.76563589999999,2.0,1,40.0,0,10,Low,18000,Low,829,cell_829,0.0018270322172708,18.41491617582589,73.76512785809868,5,0.0,9303.531292372676,0.0,15.79,South Pune,Grade C,High,Narhe,5989.344735800807,82537,PMC_32,Narhe,PMC,7348.71419139327,1,674.1151500185362,1,70.59168314165436,45000.0,5000.0,57.69,Unknown,15193.830025263496,0.0006303359340926,0.9340629259004676,0.5973304763348732,0.0598537175143948,0.5403244107762301,9303.531292372676,retail_general,3.1302226271126203,0.0003508810915312993,0.9340629259004676,0.0598537175143948,5557.282778469369,0.5635970950177475
ChIJyXgACzOUwjsRAAAAMM4ehBU,SUNNY SUPER MARKET,18.4242362,73.7659668,5.0,1,100.0,1,10,Low,45000,Low,831,cell_831,0.0011572177321381,18.423439124491797,73.76512785809868,6,0.0,0.0,7.650727213360369,15.79,South Pune,Grade C,High,Narhe,5164.723712978959,82537,PMC_32,Narhe,PMC,6825.652400813459,1,339.1314766909927,1,10.396359145874158,45000.0,5000.0,57.69,Unknown,14474.603266496706,0.0006303359340926,0.989710613016596,0.7467526657434788,0.0718244610172737,0.6483892929314761,0.0,retail_general,3.4349453804589962,0.0003508810915312993,0.989710613016596,0.0718244610172737,0.0,0.6967117218380444
ChIJ2UQVAzSUwjsRI2RJeZgZCsQ,Essar Departmental Store,18.4243005,73.76596049999999,4.4,9,88.0,1,10,Low,39600,Low,831,cell_831,0.0011980234980836,18.423439124491797,73.76512785809868,6,0.0,0.0,7.650727213360369,15.79,South Pune,Grade C,High,Narhe,5164.723712978959,82537,PMC_32,Narhe,PMC,6825.652400813459,1,339.1314766909927,1,10.396359145874158,45000.0,5000.0,57.69,Unknown,14474.603266496706,0.0006303359340926,0.989710613016596,0.7467526657434788,0.0718244610172737,0.6483892929314761,0.0,retail_general,3.4349453804589962,0.0003508810915312993,0.989710613016596,0.0718244610172737,0.0,0.6967117218380444
ChIJF5Ti5e-VwjsRqsjiQUn1Uu4,Singh General Army Store,18.4244665,73.76606319999999,5.0,1,100.0,1,10,Low,45000,Low,831,cell_831,0.0013893757257178,18.423439124491797,73.76512785809868,6,0.0,0.0,7.650727213360369,15.79,South Pune,Grade C,High,Narhe,5164.723712978959,82537,PMC_32,Narhe,PMC,6825.652400813459,1,339.1314766909927,1,10.396359145874158,45000.0,5000.0,57.69,Unknown,14474.603266496706,0.0006303359340926,0.989710613016596,0.7467526657434788,0.0718244610172737,0.6483892929314761,0.0,retail_general,3.4349453804589962,0.0003508810915312993,0.989710613016596,0.0718244610172737,0.0,0.6967117218380444
ChIJL0nJlx2VwjsR6w7kWxoRlRs,Shahara Supper Soppy,18.4244477,73.7662696,5.0,4,100.0,1,10,Low,45000,Low,831,cell_831,0.0015234169242172,18.423439124491797,73.76512785809868,6,0.0,0.0,7.650727213360369,15.79,South Pune,Grade C,High,Narhe,5164.723712978959,82537,PMC_32,Narhe,PMC,6825.652400813459,1,339.1314766909927,1,10.396359145874158,45000.0,5000.0,57.69,Unknown,14474.603266496706,0.0006303359340926,0.989710613016596,0.7467526657434788,0.0718244610172737,0.6483892929314761,0.0,retail_general,3.4349453804589962,0.0003508810915312993,0.989710613016596,0.0718244610172737,0.0,0.6967117218380444
ChIJsZbhEgCVwjsR50yKgb4NNUs,Shivkripa Medical Hall,18.4255289,73.76630209999999,5.0,3,100.0,1,10,Low,22500,Low,831,cell_831,0.0023970827514906,18.423439124491797,73.76512785809868,6,0.0,0.0,7.650727213360369,15.79,South Pune,Grade C,High,Narhe,5164.723712978959,82537,PMC_32,Narhe,PMC,6825.652400813459,1,339.1314766909927,1,10.396359145874158,45000.0,5000.0,57.69,Unknown,14474.603266496706,0.0006303359340926,0.989710613016596,0.7467526657434788,0.0718244610172737,0.6483892929314761,0.0,retail_general,3.4349453804589962,0.0003508810915312993,0.989710613016596,0.0718244610172737,0.0,0.6967117218380444
ChIJ00RuUwCVwjsRgyFvrcVQEW8,My Urja - Donje,18.4119441,73.76674469999999,5.0,3,100.0,1,10,Low,45000,Low,828,cell_828,0.0020681234297687,18.41065454318197,73.76512785809868,16,0.0,14445.178348725773,0.0,15.79,South Pune,Grade C,High,Narhe,6420.373044511797,82537,PMC_32,Narhe,PMC,7645.95547016931,1,1134.4733540710083,1,0.0,45000.0,5000.0,57.69,Unknown,15562.637288161672,0.0006303359340926,1.0,0.4684996409501827,0.1915318960460634,1.7290381144839362,14445.178348725773,retail_general,10.895474233583952,0.0003508810915312993,1.0,0.1915318960460634,6767.560869839377,0.39319101948074997
ChIJ80sGBvKVwjsRiicPPZxK6kc,Janjir Beer and Wine Shopee,18.4126041,73.76698999999999,4.9,9,98.0,1,10,Low,44100,Low,828,cell_828,0.0026959866927252,18.41065454318197,73.76512785809868,16,0.0,14445.178348725773,0.0,15.79,South Pune,Grade C,High,Narhe,6420.373044511797,82537,PMC_32,Narhe,PMC,7645.95547016931,1,1134.4733540710083,1,0.0,45000.0,5000.0,57.69,Unknown,15562.637288161672,0.0006303359340926,1.0,0.4684996409501827,0.1915318960460634,1.7290381144839362,14445.178348725773,retail_general,10.895474233583952,0.0003508810915312993,1.0,0.1915318960460634,6767.560869839377,0.39319101948074997
ChIJAQAAALuVwjsRuVj8TXwJl1k,Blue Star Pools & Spa,18.4398159,73.7741856,4.8,102,96.0,1,10,High,43200,Low,953,cell_953,0.0006720070637343,18.44048375474904,73.77411101093988,9,0.0,25846.082357746363,0.0,15.79,South Pune,Grade C,High,Narhe,2999.0541385613424,82537,PMC_32,Narhe,PMC,5168.244894919228,1,494.872764155516,1,0.0,45000.0,5000.0,57.69,Unknown,12443.004869349736,0.0006303359340926,1.0,0.6689532540683624,0.1077366915259106,0.972583939397214,25846.082357746363,retail_general,5.392601607061756,0.0003508810915312993,1.0,0.1077366915259106,17289.820898133323,0.6038919349569231
ChIJXYi4h3-VwjsRVacAfFE6SIo,MILIT CSD,18.4244315,73.7685967,4.4,49,88.0,1,10,Medium,39600,Low,890,cell_890,0.0014250596640814,18.423439124491797,73.76961943451927,1,0.0,0.0,104.20635415016396,15.79,South Pune,Grade C,High,Narhe,4876.7025449141565,82537,PMC_32,Narhe,PMC,6388.600203906088,1,839.1314766909927,1,163.77474305731764,45000.0,5000.0,57.69,Unknown,14162.931079912709,0.0006303359340926,0.859272815435855,0.5437349165483387,0.0119707435028789,0.108064882155246,0.0,retail_general,0.6477796085845592,0.0003508810915312993,0.859272815435855,0.0119707435028789,0.0,0.5373030001502133
ChIJ3fAFz82VwjsRbHMguG7c4gk,Ganraj gift and varieties stationery shop,18.4118125,73.7669123,5.0,2,100.0,1,10,Low,45000,Low,828,cell_828,0.0021272275128943,18.41065454318197,73.76512785809868,16,0.0,14445.178348725773,0.0,15.79,South Pune,Grade C,High,Narhe,6420.373044511797,82537,PMC_32,Narhe,PMC,7645.95547016931,1,1134.4733540710083,1,0.0,45000.0,5000.0,57.69,Unknown,15562.637288161672,0.0006303359340926,1.0,0.4684996409501827,0.1915318960460634,1.7290381144839362,14445.178348725773,retail_general,10.895474233583952,0.0003508810915312993,1.0,0.1915318960460634,6767.560869839377,0.39319101948074997
ChIJDYFLNjaVwjsR3WNgGSLxOPE,Aaryas wellness and nutrition club,18.408798,73.76915439999999,4.8,9,96.0,1,10,Low,43200,Low,887,cell_887,0.0019138990805778,18.41065454318197,73.76961943451927,6,0.0,19264.169553107346,0.0,15.79,South Pune,Grade C,High,Narhe,6191.045687996392,82537,PMC_32,Narhe,PMC,7258.465190412526,1,1369.7303631693785,1,87.31303171999753,45000.0,5000.0,57.69,Unknown,15273.162476184683,0.0006303359340926,0.919698348890495,0.4219889382953077,0.0718244610172737,0.6483892929314761,19264.169553107346,retail_general,4.219442105641729,0.0003508810915312993,0.919698348890495,0.0718244610172737,8129.266456856561,0.39371086744446565
ChIJS6nq30KVwjsRpd5fsvdPLW8,SHRINATH MEDICO,18.41006909999999,73.7677642,4.3,6,86.0,1,10,Low,19350,Low,887,cell_887,0.001945414824867,18.41065454318197,73.76961943451927,6,0.0,19264.169553107346,0.0,15.79,South Pune,Grade C,High,Narhe,6191.045687996392,82537,PMC_32,Narhe,PMC,7258.465190412526,1,1369.7303631693785,1,87.31303171999753,45000.0,5000.0,57.69,Unknown,15273.162476184683,0.0006303359340926,0.919698348890495,0.4219889382953077,0.0718244610172737,0.6483892929314761,19264.169553107346,retail_general,4.219442105641729,0.0003508810915312993,0.919698348890495,0.0718244610172737,8129.266456856561,0.39371086744446565
ChIJgVlhUD6UwjsRbE4wiLFCS_k,shri Gurudatta Provision Store,18.409228,73.7677332,4.0,1,80.0,1,10,Low,36000,Low,887,cell_887,0.0023649325808012,18.41065454318197,73.76961943451927,6,0.0,19264.169553107346,0.0,15.79,South Pune,Grade C,High,Narhe,6191.045687996392,82537,PMC_32,Narhe,PMC,7258.465190412526,1,1369.7303631693785,1,87.31303171999753,45000.0,5000.0,57.69,Unknown,15273.162476184683,0.0006303359340926,0.919698348890495,0.4219889382953077,0.0718244610172737,0.6483892929314761,19264.169553107346,retail_general,4.219442105641729,0.0003508810915312993,0.919698348890495,0.0718244610172737,8129.266456856561,0.39371086744446565
