place_id,name,latitude,longitude,rating,user_ratings_total,location_score,success_label,daily_footfall,footfall_category,monthly_revenue,profitability,index_right,cell_id,distance_to_cell_center,center_lat,center_lon,competitor_count,nearest_m,road_density_km,major_dist_m,commercial_rent_per_sqft,rental_zone,tier,confidence,locality,locality_dist_m,total_population,ward_id,ward_name,ward_zone,ward_dist_m,footfall_generator_count,nearest_generator_m,transit_stop_count,nearest_transit_m,avg_monthly_income,property_price_sqft,purchasing_power_index,income_tier,distance_to_city_center,rent_to_income_ratio,transit_accessibility_score,footfall_accessibility_score,competition_density,market_saturation,connectivity_score,main_category,tech_hub_proximity,high_value_customer_score,showroom_accessibility,electronics_competition,electronics_market_potential
ChIJETvMFp-VwjsRH5RtIO9tpq4,Suryansh events & fabricates,18.4233287,73.83628329999999,5.0,1,100.0,1,10,Low,270000,Medium,1775,cell_1775,0.0007183191439273,18.423439124491797,73.83699308082824,11,0.0,19458.07513867851,364.92542594610256,20.28,South Pune,Grade B,High,Katraj,4212.500529457041,88253,PMC_37,Katraj,PMC,3171.256995137141,1,2141.905820746372,1,2707.3614835228414,45000.0,5000.0,57.69,Unknown,10980.062481707257,0.0006303359340926,0.2697336109371701,0.3182781588795192,0.1232451570255341,1.1195586903198884,14255.7789376596,retail_electronics,1,2596050.0,3845.262729576978,0.12324515702553415,51.360114610036604
ChIJI8TnmKWVwjsR6MPDD4SUmms,AJAY ELECTRICALS,18.4387989,73.8267145,5.0,6,100.0,1,10,Low,270000,Medium,1661,cell_1661,0.0021252927316012,18.44048375474904,73.82800992798704,8,0.0,25755.86830826258,693.2965412256827,20.02,South Pune,Grade B,Medium,Dhankawadi,3283.6242277720635,82537,PMC_32,Narhe,PMC,1297.018060267686,1,393.1350077547579,1,546.4433208820789,45000.0,5000.0,57.69,Unknown,9387.263632296304,0.0006303359340926,0.6466451026666842,0.717805520953527,0.0957659480230317,0.8645190572419681,15210.488937524991,retail_electronics,1,2596050.0,9835.788180616311,0.0957659480230317,52.64810437309503
ChIJbWF_JsWVwjsRdqIR4FaykuY,Sai Computers,18.4425782,73.8216512,4.8,29,96.0,1,10,Medium,259200,Medium,1602,cell_1602,0.0028058788073135,18.44048375474904,73.82351835156645,10,0.0,32061.00358174587,1074.0836787544545,15.79,South Pune,Grade C,High,Narhe,3545.827481374745,82537,PMC_32,Narhe,PMC,1207.03478502715,1,457.6055585162084,1,270.3659190053586,45000.0,5000.0,57.69,Unknown,9550.472999157915,0.0006303359340926,0.7871747699142909,0.686056659263817,0.1197074350287896,1.08064882155246,15457.912286836665,retail_electronics,1,2596050.0,12168.078547745943,0.11970743502878962,51.52238718368132
ChIJ5TPfhxCVwjsRSWgdF-ReeSE,Rathod Systems,18.4453029,73.81054,3.0,3,60.0,0,10,Low,162000,Low,1426,cell_1426,0.0007470179846333,18.444744648217277,73.81004362230465,10,0.0,39221.32726262651,1278.6606008236138,15.79,South Pune,Grade C,High,Narhe,2097.708945671061,82537,PMC_32,Narhe,PMC,1245.461945536008,1,852.4654285917226,1,70.26232596649788,45000.0,5000.0,57.69,Unknown,9745.764888125166,0.0006303359340926,0.9343503697534644,0.5398211402845007,0.1197074350287896,1.08064882155246,17212.44807078777,retail_electronics,1,2596050.0,16082.457219302858,0.11970743502878962,51.52238718368132
ChIJbfmODivrwjsRDm44941V_6E,Jay Sadguru Mobile Shop & Multi Services Centre,18.432738,73.8444012,5.0,4,100.0,1,10,Low,270000,Medium,1895,cell_1895,0.0017559752430653,18.431961650855385,73.84597623366945,5,0.0,36936.14205389724,234.26516445286256,20.28,South Pune,Grade B,High,Katraj,2810.4218469970824,88253,PMC_37,Katraj,PMC,1773.0301746309176,1,1088.325014731614,1,1896.570502683919,45000.0,5000.0,57.69,Unknown,9898.716463729166,0.0006303359340926,0.3452358570500579,0.4788526656271066,0.0560205259206973,0.5088903137817674,29925.613326590694,retail_electronics,1,2596050.0,10331.394764554172,0.056020525920697346,54.629619959046394
ChIJ2ZpjhgTrwjsRoGI8TqaDN30,Kaushiki Instruments,18.4346244,73.8447738,5.0,6,100.0,1,10,Low,270000,Medium,1896,cell_1896,0.0020001468501025,18.43622275562143,73.84597623366945,22,0.0,24936.8467607347,452.8959625533356,20.28,South Pune,Grade B,High,Katraj,2550.43607616521,88253,PMC_37,Katraj,PMC,1383.5384310410548,1,588.3250147316139,1,1430.1899968306964,45000.0,5000.0,57.69,Unknown,9428.15968273043,0.0006303359340926,0.4114904601303347,0.6295940633844228,0.2464903140510683,2.239117380639777,17163.546051095364,retail_electronics,1,2596050.0,7062.6354620334205,0.2464903140510683,46.281948082298904
ChIJX-iMvqrrwjsR7ZK59X-YDKc,Jay Ganesh Service,18.4352236,73.84924199999999,5.0,9,100.0,1,10,Low,270000,Medium,1955,cell_1955,0.0015814304703959,18.43622275562143,73.85046781009004,7,0.0,40488.34856933567,676.7310280178012,20.28,South Pune,Grade B,High,Katraj,2115.449380576101,88253,PMC_37,Katraj,PMC,1089.5038024828036,1,588.5404022757704,1,1304.8424864539095,45000.0,5000.0,57.69,Unknown,9383.130356054457,0.0006303359340926,0.433869128097573,0.6295086977752551,0.0784287362889762,0.7124464392944745,24147.19349304355,retail_electronics,1,2596050.0,10476.721786830192,0.07842873628897629,53.49449440536919
ChIJC75xrb-VwjsRqzL9TLJvtWo,Reliable Enterprises,18.440461,73.8339807,5.0,1,100.0,1,10,Low,270000,Medium,1720,cell_1720,0.0014793706023305,18.44048375474904,73.83250150440765,3,0.0,13843.897990249065,279.5946592091111,20.02,South Pune,Grade B,Medium,Dhankawadi,2955.3471722470567,87814,PMC_33,Ambegaon,PMC,1370.5377020464769,1,137.84542284882627,1,1011.6676404279718,45000.0,5000.0,57.69,Unknown,9245.466886899358,0.0006303359340926,0.4971000079253922,0.8788539988993388,0.0337784583511608,0.3067045617191813,10818.971375517984,retail_electronics,1,2596050.0,5378.110756514581,0.033778458351160855,55.804993356133046
ChIJuQG0bwTrwjsRVPL5lvsAnQQ,PRO GRAPHICS,18.4319024,73.8604806,5.0,9,100.0,1,10,Low,270000,Medium,2072,cell_2072,0.0010313404662259,18.431961650855385,73.85945096293122,11,0.0,26905.93266910205,0.0,20.28,South Pune,Grade B,High,Katraj,1819.2516779167595,88253,PMC_37,Katraj,PMC,1479.633701652416,1,1461.5968892311212,1,1846.9760817325168,45000.0,5000.0,57.69,Unknown,9838.174557091956,0.0006303359340926,0.3512498775161657,0.4062403573772591,0.1232451570255341,1.1195586903198884,26905.93266910205,retail_electronics,1,2596050.0,9450.705554480297,0.12324515702553415,51.360114610036604
ChIJ9RtwnCiVwjsRXL2OHQElZhQ,SIDDHARTH AUTO SCAN & SERVICES,18.4415604,73.834743,4.9,232,98.0,1,23,High,608580,High,1720,cell_1720,0.0024866578950411,18.44048375474904,73.83250150440765,3,0.0,13843.897990249065,279.5946592091111,20.02,South Pune,Grade B,Medium,Dhankawadi,2955.3471722470567,87814,PMC_33,Ambegaon,PMC,1370.5377020464769,1,137.84542284882627,1,1011.6676404279718,45000.0,5000.0,57.69,Unknown,9245.466886899358,0.0006303359340926,0.4971000079253922,0.8788539988993388,0.0337784583511608,0.3067045617191813,10818.971375517984,retail_electronics,1,2596050.0,5378.110756514581,0.033778458351160855,55.804993356133046
ChIJMSJWISHrwjsR1Rv7jkdGtXw,Nitin Electric Work,18.4348073,73.8606562,5.0,1,100.0,1,10,Low,270000,Medium,2073,cell_2073,0.0018590618623878,18.43622275562143,73.85945096293122,13,0.0,29698.75900174057,0.0,20.28,South Pune,Grade B,High,Katraj,1384.1711917712514,88253,PMC_37,Katraj,PMC,979.7236758808232,1,961.5968892311212,1,1363.7391253006765,45000.0,5000.0,57.69,Unknown,9364.577708272069,0.0006303359340926,0.4230585301467209,0.5097887366613666,0.1456533673938131,1.3231148158325954,29698.75900174057,retail_electronics,1,2596050.0,12564.313330458062,0.1456533673938131,50.355545265175586
ChIJGaoV683qwjsRAAAAMFLVPQc,CiphoBot,18.4430137,73.84899639999999,5.0,3,100.0,1,10,Low,270000,Medium,1957,cell_1957,0.002271833925262,18.444744648217277,73.85046781009004,5,0.0,41029.56544675067,335.6636195881627,20.28,South Pune,Grade B,High,Katraj,1785.3942205666551,88253,PMC_37,Katraj,PMC,477.1600545430556,1,15.92112282384187,1,315.5018624714133,45000.0,5000.0,57.69,Unknown,8438.126503755657,0.0006303359340926,0.7601661605566375,0.9843283868539048,0.0560205259206973,0.5088903137817674,30718.48693415913,retail_electronics,1,2596050.0,23351.15427084898,0.056020525920697346,54.629619959046394
ChIJ__9zYJ7qwjsROVXdfdn9Oc8,Avinya Bharat Pvt Ltd,18.441659,73.82868619999999,4.8,48,96.0,1,10,Medium,259200,Medium,1661,cell_1661,0.0013559296572481,18.44048375474904,73.82800992798704,8,0.0,25755.86830826258,693.2965412256827,20.02,South Pune,Grade B,Medium,Dhankawadi,3283.6242277720635,82537,PMC_32,Narhe,PMC,1297.018060267686,1,393.1350077547579,1,546.4433208820789,45000.0,5000.0,57.69,Unknown,9387.263632296304,0.0006303359340926,0.6466451026666842,0.717805520953527,0.0957659480230317,0.8645190572419681,15210.488937524991,retail_electronics,1,2596050.0,9835.788180616311,0.0957659480230317,52.64810437309503
ChIJxSFzW2OVwjsRKV-ldP_uQUg,Ganesh Patil Photography & Film's,18.4436515,73.83290339999999,4.9,32,98.0,1,10,Medium,264600,Medium,1721,cell_1721,0.0011646858340657,18.444744648217277,73.83250150440765,4,0.0,21562.36274881438,0.2765479026335964,20.02,South Pune,Grade B,Medium,Dhankawadi,2576.564161274602,87814,PMC_33,Ambegaon,PMC,876.8003934007869,1,0.0,1,587.8883338427248,45000.0,5000.0,57.69,Unknown,8791.047460009384,0.0006303359340926,0.62976720635007,1.0,0.0450379444682144,0.408939415625575,21556.40137122684,retail_electronics,1,2596050.0,13575.514670518345,0.04503794446821448,55.203737151722805
ChIJL7LgttbrwjsRJqrSb1Ll_ro,SK Solution,18.4416468,73.8535405,5.0,2,100.0,1,10,Low,270000,Medium,2015,cell_2015,0.00183464252264,18.44048375474904,73.85495938651064,5,0.0,56011.94897515371,252.91296018599363,20.28,South Pune,Grade B,High,Katraj,1432.4039952056578,88253,PMC_37,Katraj,PMC,479.4574099841993,1,523.42708489641,1,801.5362446161453,45000.0,5000.0,57.69,Unknown,8888.176819557608,0.0006303359340926,0.5550818103096621,0.6564147440427043,0.0560205259206973,0.5088903137817674,44705.37918838256,retail_electronics,1,2596050.0,24815.142810467285,0.056020525920697346,54.629619959046394
ChIJYUuCIrfrwjsREPFvrhkqIag,"TheBridalPhotography - Prewedding & Wedding, Engagement, Maternity, Newborn, Baby shoot, Birthday Photographer In Pune",18.4428637,73.8508191,5.0,1181,100.0,1,121,High,3267000,High,1957,cell_1957,0.0019134708769412,18.444744648217277,73.85046781009004,5,0.0,41029.56544675067,335.6636195881627,20.28,South Pune,Grade B,High,Katraj,1785.3942205666551,88253,PMC_37,Katraj,PMC,477.1600545430556,1,15.92112282384187,1,315.5018624714133,45000.0,5000.0,57.69,Unknown,8438.126503755657,0.0006303359340926,0.7601661605566375,0.9843283868539048,0.0560205259206973,0.5088903137817674,30718.48693415913,retail_electronics,1,2596050.0,23351.15427084898,0.056020525920697346,54.629619959046394
ChIJi6sq3BKVwjsRXFvkWcgtreI,RTECH,18.4415956,73.8272104,4.9,45,98.0,1,10,Medium,264600,Medium,1661,cell_1661,0.0013694688255445,18.44048375474904,73.82800992798704,8,0.0,25755.86830826258,693.2965412256827,20.02,South Pune,Grade B,Medium,Dhankawadi,3283.6242277720635,82537,PMC_32,Narhe,PMC,1297.018060267686,1,393.1350077547579,1,546.4433208820789,45000.0,5000.0,57.69,Unknown,9387.263632296304,0.0006303359340926,0.6466451026666842,0.717805520953527,0.0957659480230317,0.8645190572419681,15210.488937524991,retail_electronics,1,2596050.0,9835.788180616311,0.0957659480230317,52.64810437309503
ChIJ7XehR-rrwjsRmQS6xK9SYjw,A ONE SUHANA CHICKEN CENTRE,18.4323107,73.8642389,5.0,2,100.0,1,10,Low,270000,Medium,2131,cell_2131,0.0004578918421901,18.431961650855385,73.86394253935183,1,0.0,41479.05584216479,211.9834281720031,20.28,South Pune,Grade B,High,Katraj,1667.3567616973164,88253,PMC_37,Katraj,PMC,1569.125819213544,1,1477.0395488983463,1,2017.0501069414795,45000.0,5000.0,57.69,Unknown,9863.51514979982,0.0006303359340926,0.3314495830544045,0.4037077245879041,0.0112041051841394,0.1017780627563535,34224.11138469637,retail_electronics,1,2596050.0,11343.56744886511,0.011204105184139468,57.05079687101814
ChIJDYCyZwC_wjsREKc9yV5R0wM,AVADHOOT CAR ACCESSORIES,18.4367225,73.8609637,5.0,28,100.0,1,10,Medium,270000,Medium,2073,cell_2073,0.0015931471630613,18.43622275562143,73.85945096293122,13,0.0,29698.75900174057,0.0,20.28,South Pune,Grade B,High,Katraj,1384.1711917712514,88253,PMC_37,Katraj,PMC,979.7236758808232,1,961.5968892311212,1,1363.7391253006765,45000.0,5000.0,57.69,Unknown,9364.577708272069,0.0006303359340926,0.4230585301467209,0.5097887366613666,0.1456533673938131,1.3231148158325954,29698.75900174057,retail_electronics,1,2596050.0,12564.313330458062,0.1456533673938131,50.355545265175586
ChIJHfDf9kWVwjsRQA0iJvfK15A,Atul Enterprises,18.4423426,73.85304599999999,5.0,1,100.0,1,10,Low,270000,Medium,2015,cell_2015,0.0026676494533857,18.44048375474904,73.85495938651064,5,0.0,56011.94897515371,252.91296018599363,20.28,South Pune,Grade B,High,Katraj,1432.4039952056578,88253,PMC_37,Katraj,PMC,479.4574099841993,1,523.42708489641,1,801.5362446161453,45000.0,5000.0,57.69,Unknown,8888.176819557608,0.0006303359340926,0.5550818103096621,0.6564147440427043,0.0560205259206973,0.5088903137817674,44705.37918838256,retail_electronics,1,2596050.0,24815.142810467285,0.056020525920697346,54.629619959046394
ChIJz1cyl4DrwjsRk6MyTVwPfwg,Ambika Enterprises,18.437019,73.8608072,5.0,2,100.0,1,10,Low,270000,Medium,2073,cell_2073,0.0015726996207566,18.43622275562143,73.85945096293122,13,0.0,29698.75900174057,0.0,20.28,South Pune,Grade B,High,Katraj,1384.1711917712514,88253,PMC_37,Katraj,PMC,979.7236758808232,1,961.5968892311212,1,1363.7391253006765,45000.0,5000.0,57.69,Unknown,9364.577708272069,0.0006303359340926,0.4230585301467209,0.5097887366613666,0.1456533673938131,1.3231148158325954,29698.75900174057,retail_electronics,1,2596050.0,12564.313330458062,0.1456533673938131,50.355545265175586
ChIJ6fwZ4rOVwjsRyx9YHHOkgLw,SSB computers & Solutions,18.4444912,73.8329528,4.9,222,98.0,1,22,High,582120,High,1721,cell_1721,0.0005175941561863,18.444744648217277,73.83250150440765,4,0.0,21562.36274881438,0.2765479026335964,20.02,South Pune,Grade B,Medium,Dhankawadi,2576.564161274602,87814,PMC_33,Ambegaon,PMC,876.8003934007869,1,0.0,1,587.8883338427248,45000.0,5000.0,57.69,Unknown,8791.047460009384,0.0006303359340926,0.62976720635007,1.0,0.0450379444682144,0.408939415625575,21556.40137122684,retail_electronics,1,2596050.0,13575.514670518345,0.04503794446821448,55.203737151722805
ChIJKU2wrcbrwjsRT_yc-8-k-l8,H.P. LIGHTS,18.4332786,73.86659089999999,5.0,2,100.0,1,10,Low,270000,Medium,2190,cell_2190,0.0022653475303408,18.431961650855385,73.86843411577242,7,0.0,21431.17280925507,674.9726120390211,20.28,South Pune,Grade B,High,Katraj,1643.7467794734985,88253,PMC_37,Katraj,PMC,1798.6094022826412,1,1548.63480628049,1,2285.9706081516592,45000.0,5000.0,57.69,Unknown,9911.456066293991,0.0006303359340926,0.3043240854069887,0.3923669242591144,0.0784287362889762,0.7124464392944745,12794.9392457026,retail_electronics,1,2596050.0,3893.8081837864297,0.07842873628897629,53.49449440536919
